corId,corpus
1213,Mr. Armstrong is expected to take charge of the newly built factory that specializes in manufacturing all kinds of antique furniture.
1214,The advertising company has chosen to expand its business into China because of its strong economy and abundant human resources.
1215,Many studies have proven that eating at fast-food restaurants more than twice per week is associated with more weight gain in otherwise healthy young adults.
1216,"Although Steve Pearson used to work as a statistical analyst for a private corporation, he is now a financial consultant for the government."
1217,Harry Worthing Gave a short presentation on the effect of the recent drop in oil prices on our investment plans in the Middle East.
1218,"If you travel frequently, find an agency that will change one foreign currency directly into Another"
1219,All managers selected for product demonstrations at the trade show must always speak clearly
1220,Indianola was chosen as the convention site because its software development complex is Conveniently located near the airport
1221,He enclosed catalogue will help you make the right decision about the best tools for your needs.
1222,"Because we buy this magazine in bulk quantities, we get a considerable discount on the cover price."
